atto_group,doc_type,category,subcategory,oggetto,numero_atto,data_atto,importo_max,importo_sum,cig,cup,beneficiario,accounting_relevant,missing_amount_expected,anomalie
Determinazione_2320__5372_DeterminadiLiquidazione_Copia_184_2026,Determinazione,Contabilità,Liquidazione,GIUDIZIO R.G. N. 2320-2016 INNANZI IL TRIBUNALE CIVILE DI AVELLINO TRA CONSORZIO UNICO BACINO E IL COMUNE DI AVELLA. PAGAMENTO SU SENTENZA PER COMPENSI PROFESSIONALI. PROVVEDIMENTI.,124.0,10/03/2026,81543.72,18886.16,,,MINAFRA MENA,True,False,
Determinazione_2320__5372_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,5417.36,5417.36,,,MINAFRA MENA,True,False,
Determinazione_232__5213_Allegato_A,Determinazione,Contabilità,,,,,,0.0,,,,True,True,
Determinazione_232__5213_DeterminadiLiquidazione_Copia_100_2026,Determinazione,Contabilità,Liquidazione,"Contributi/voucher alle famiglie con figli disabili frequentanti la scuola dell’infanzia, primaria e/o secondaria di 1° grado finalizzati al potenziamento del trasporto degli alunni con disabilità (anno 2025) di cui all’ Art. 1 comma 449, lettera d-octies, della legge 11 dicembre 2016, n. 232, per",17.0,10/02/2026,18000.0,18000.0,,,DIVERSI CITTADINI,True,False,Partita IVA 00000234558 formalmente errata (Checksum fallito)
Determinazione_232__5213_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,18000.0,18000.0,,,DIVERSI CITTADINI,True,False,Partita IVA 00000234558 formalmente errata (Checksum fallito)
Determinazione_232__5472_DeterminadiLiquidazione_Copia_232_2026,Determinazione,Contabilità,Liquidazione,"Scannerizzazione laser e fotometrica delle strutture dell’anfiteatro romano, relativamente all’intervento PNRR M1C3 – Investimento 1.2 “Rimozione delle barriere fisiche e cognitive in musei, biblioteche e archivi – Area Anfiteatro Romano. Servizi di Supporto e consulenza in ambito ICT e Apparati di rete -",150.0,02/04/2026,498552.0,63376.0,A0135771B6,J27B23000020001,DIVERSI,True,False,Partita IVA 00000234552 formalmente errata (Checksum fallito)
Determinazione_232__5472_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,8296.0,8296.0,A0135771B6,J27B23000020001,DIVERSI,True,False,Partita IVA 00000234552 formalmente errata (Checksum fallito)
Determinazione_233__5473_DeterminadiLiquidazione_Copia_233_2026,Determinazione,Contabilità,Liquidazione,"LIQUIDAZIONE rata servizi, di gestione, esercizio, manutenzione ordinaria e straordinaria dell’impianto di illuminazione pubblica, ivi comprese le attività di messa a norma dell’impianto, dell’ammodernamento tecnologico e funzionale nonché delle attività finalizzate al conseguimento del risparmio energetico – Marzo 2026.",151.0,02/04/2026,22752.88,68258.64,ATTRIBUITO,,G.I.P.A. SRL,True,False,
Determinazione_233__5473_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,22752.88,22752.88,7564700BE9,,G.I.P.A. SRL,True,False,
Determinazione_234__5474_DeterminadiImpegno_Copia_234_2026,Determinazione,Contabilità,,Determina di affidamento diretto tramite OdA su MePA per l'acquisto di Servizi di telefonia e connettività presso gli Istituti Scolastici del Comune di Avella.,154.0,03/04/2026,140000.0,170672.0,BAF964DB07,,Telecom Italia S.p.A.,True,False,
Determinazione_234__5474_VistoContabile,VistoContabile,Contabilità,,,,,5270.4,5270.4,BAF964DB07,,Telecom Italia S.p.A.,True,False,
Determinazione_235__5475_DeterminadiLiquidazione_Copia_235_2026,Determinazione,Contabilità,Liquidazione,Missione 4 - Istruzione e ricerca Componente 1 - Potenziamento dell'offerta dei servizi di istruzione: dagli asili nido alle università - Investimento 1.2: Piano di estensione del tempo pieno e mense: “Predisposizione nuovi spazi da adibire al servizio di mensa scolastica – Plesso Scuola Elementare” LIQUIDAZIONE del Servizio di Progettazione e Direzione dei Lavori– II ACCONTO,155.0,03/04/2026,780313.0,213206.27,97448318EE,J25E22000370006,BONO S.R.L.,True,False,
Determinazione_235__5475_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,39001.62,39001.62,97448318EE,J25E22000370006,BONO S.R.L.,True,False,
Determinazione_236__5462_DeterminadiLiquidazione_Copia_236_2026,Determinazione,Contabilità,Liquidazione,Integrazione fornitura attrezzature informatiche per il Servizio Turismo e Promozione del Territorio – CIG BA3583CACB. Liquidazione.,14.0,07/04/2026,80.0,430.0,BA3583CACB,,ASWI INFORMATICA di Liguori Vincenzo,True,False,
Determinazione_236__5462_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,80.0,80.0,BA3583CACB,,ASWI INFORMATICA di Liguori Vincenzo,True,False,
Determinazione_239__5470_DeterminadiImpegno_Copia_239_2026,Determinazione,Cultura e Turismo,Liquidazione,"Lavori di restauro conservativo della Fontana del Nilo con tre peschiere del Giardino “L. Colonna” e del dipinto murale della volta dell’androne ovest del Palazzo Baronale - Nell’ambito dell’intervento “PNRR – M1C3 – Investimento 1.2 – Istituti pubblici non afferenti al MiC e privati - Rimozione delle barriere fisiche e cognitive in musei, biblioteche e archivi per consentire un più ampio accesso e partecipazione alla cultura. Museo Immersivo Archeologico MIA”",156.0,07/04/2026,495315.0,681127.0,BB239B68C0,J27B23000020001,Vassallo Antiques srl,True,False,
Determinazione_239__5470_VistoContabile,VistoContabile,Contabilità,,,,,24278.0,24278.0,BB239B68C0,J27B23000020001,Vassallo Antiques srl,True,False,
Determinazione_23__5096_DeterminadiLiquidazione_Copia_23_2026,Determinazione,Contabilità,Liquidazione,SIOPE + SERVIZIO DI ADEGUAMENTO PROCEDURA CONTABILITA' PER ESPORTAZIONE FLUSSO NEL FORMATO OPI- RINNOVO 2026- LIQUIDAZIONE,2.0,15/01/2026,1464.0,4656.0,B5EEF4D984,,UNIMATICA S.P.A.,True,False,
Determinazione_23__5096_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1464.0,1464.0,B5EEF4D984,,UNIMATICA S.P.A.,True,False,
Determinazione_23__5360_DeterminaGenerica_Copia_181_2026,Determinazione,Servizi Demografici,,Rettifica per mero errore materiale alla Determinazione n. 23 del 05/03/2026 RG N. 162/2026.,28.0,10/03/2026,650.0,1600.0,,,,True,False,
Determinazione_240__5471_DeterminadiLiquidazione_Copia_240_2026,Determinazione,Contabilità,Liquidazione,SERVIZIO DI EROGAZIONE AL PERSONALE DIPENDENTE DEL SERVIZIO SOSTITUTIVO DI MENSA TRAMITE BUONI PASTO ELETTRONICI A VALORE –LIQUIDAZIONE DI SPESA. PROVVEDIMENTI.,19.0,07/04/2026,19000.0,19000.0,BA30E71574,,Pluxxe Italia Srl,True,False,
Determinazione_240__5471_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,19000.0,19000.0,BA30E71574,,Pluxxe Italia Srl,True,False,
Determinazione_241__5476_DeterminadiLiquidazione_Copia_241_2026,Determinazione,Contabilità,Liquidazione,“Predisposizione nuovi spazi da adibire al servizio di mensa scolastica - Plesso Scuola Elementare” - Stazione Unica Appaltante della Provincia di Avellino Missione 4 - Istruzione e ricerca Componente 1 - Potenziamento dell'offerta dei servizi di istruzione: dagli asili nido alle università - Investimento 1.2: Piano di estensione del tempo pieno e mense.,149.0,02/04/2026,840222.9,3336381.1,,J25E22000370006,DIVERSI,True,False,
Determinazione_241__5476_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,156062.72,164942.72,,,DIVERSI,True,False,
Determinazione_243__5479_DeterminadiLiquidazione_Copia_243_2026,Determinazione,Contabilità,Liquidazione,Liquidazione ditta Tecno Auto Srl per intervento di manutenzione ordinaria Dacia Sandero Polizia Municipale tg YA062AE,5.0,31/03/2026,230.78,1846.24,BAE0730F32,,TECNO AUTO SRL,True,False,
Determinazione_243__5479_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,230.78,230.78,BAE0730F32,,TECNO AUTO SRL,True,False,
Determinazione_247__5484_DeterminadiImpegno_Copia_247_2026,Determinazione,Contenzioso,Liquidazione,"RICORSO DA PROPORSI INNANZI AL CONSIGLIO DI STATO IN S.G. - ROMA, AVVERSO LA SENTENZA TAR RE.PROV.COL: n° 00654/2026. COSTITUZIONE IN GIUDIZIO.PROVVEDIMENTI.",157.0,10/04/2026,3100.0,10000.0,,,VISONE LODOVICO,True,False,
Determinazione_247__5484_VistoContabile,VistoContabile,Contabilità,Nomina,,,,3100.0,5000.0,,,VISONE LODOVICO,True,False,
Determinazione_249__5488_DeterminadiImpegno_Copia_249_2026,Determinazione,Ambiente,,SERVIZIO DI CONNETTIVITÀ -INTERNET E TELEFONIA MOBILE - PER 24 MESI .,159.0,14/04/2026,3780.0,6093.3,BB3EB69F1F,,Telecom Italia S.p.A.,True,False,
Determinazione_249__5488_VistoContabile,VistoContabile,Contabilità,,,,,2305.8,2305.8,BB3EB69F1F,,Telecom Italia S.p.A.,True,False,
Determinazione_250__5490_DeterminaGenerica_Copia_250_2026,Determinazione,Affari Generali,,SERVIZIO REFEZIONE SCOLASTICA DITTA RISTONET SRL - AFFIDAMENTO CIG.: 98295587DD - SVINCOLO CAUZIONE TEFINITIVA.,43.0,15/04/2026,189000.0,4680.0,98295587DD,,,True,False,
Determinazione_253__5494_DeterminadiLiquidazione_Copia_253_2026,Determinazione,Contabilità,Liquidazione,SERVIZIO DI INTERPRETARIATO E TRADUZIONE LINGUA DEI SEGNI ITALIANA IN FAVORE DI ALUNNA A.S. 2025/2026. LIQUIDAZIONE,42.0,10/04/2026,6750.0,8986.27,B8A065D86E,,IORO EMANUELA,True,False,
Determinazione_253__5494_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,6750.0,7591.25,B9B46B2165,,IORO EMANUELA,True,False,
Determinazione_256__5497_DeterminaGenerica_Copia_256_2026,Determinazione,Contabilità,Liquidazione,EMISSIONE CARTE D'IDENTITA' ELETTRONICHE CIE - LIQUIDAZIONE CORRISPETTIVI DOVUTI ALLO STATO PRIMO TRIMESTRE 2026.,44.0,17/04/2026,10142.0,17972.14,,,,True,False,
Determinazione_257__5498_DeterminaGenerica_Copia_257_2026,Determinazione,Contabilità,Nomina,APERTURA STRAORDINARIA UFFICI ANAGRAFICI PER IL RILASCIO DELLA CARTA D’IDENTITA’ ELETTRONICA (CIE). Costituzione Gruppo di Lavoro.,45.0,17/04/2026,760.0,760.7,,,,True,False,
Determinazione_259__5509_DeterminadiImpegno_Copia_259_2026,Determinazione,Personale,Concorso,Acquisto vestiario e strumenti tecnici personale P_M - Affidamento fornitura ditta Sartoria Filippo Panzera Srl.,6.0,17/04/2026,5000.0,36324.2,BB4F1BC930,,SARTORIA FILIPPO PANZERA SAS,True,False,
Determinazione_259__5509_VistoContabile,VistoContabile,Contabilità,,,,,3662.44,3662.44,BB4F1BC930,,SARTORIA FILIPPO PANZERA SAS,True,False,
Determinazione_260__5504_DeterminadiImpegno_Copia_260_2026,Determinazione,Personale,Concorso,"Determina a contrarre e relativo affidamento diretto, ai sensi del D.lgs. 36/2023, dei servizi di accoglienza mediante una hostess bilingue e di servizi accessori connessi allo svolgimento delle attività, nell’ambito del Programma Educativo di Cooperazione Ellenico-Italiana,1º Concorso Europeo Studentesco di Teatro Greco Antico.",17.0,17/04/2026,1225.0,4450.0,BB4FDD3345,,smart srls,True,False,
Determinazione_260__5504_VistoContabile,VistoContabile,Contabilità,Concorso,,,,1225.0,1225.0,BB4FDD3345,,smart srls,True,False,
Determinazione_261__5505_DeterminadiImpegno_Copia_261_2026,Determinazione,Personale,Concorso,"Affidamento diretto, ai sensi del D.lgs. 36/2023, del servizio di visita guidata in lingua inglese nelle giornate del 18 e 22 aprile 2026, nell’ambito del Programma Educativo di Cooperazione Ellenico-Italiana; 1º Concorso Europeo Studentesco di Teatro Greco Antico.",18.0,18/04/2026,400.0,1600.0,BB501CDB57,,TORRE MARIAGRAZIA,True,False,
Determinazione_261__5505_VistoContabile,VistoContabile,Contabilità,Concorso,,,,400.0,400.0,BB501CDB57,,TORRE MARIAGRAZIA,True,False,
Determinazione_262__5506_DeterminadiImpegno_Copia_262_2026,Determinazione,Personale,Concorso,"Affidamento diretto, ai sensi del D.lgs. 36/2023, del servizio di noleggio di sistemi audio portatili (“whisper”) a supporto delle visite guidate, nell’ambito del Programma Educativo di Cooperazione Ellenico-Italiana; 1º Concorso Europeo Studentesco di Teatro Greco Antico.",19.0,18/04/2026,976.0,4880.0,BB501E4E51,,AMALFI COAST WITH LOCALS,True,False,
Determinazione_262__5506_VistoContabile,VistoContabile,Contabilità,Concorso,,,,976.0,976.0,BB501E4E51,,AMALFI COAST WITH LOCALS,True,False,
Determinazione_263__5507_DeterminadiLiquidazione_Copia_263_2026,Determinazione,Contabilità,Liquidazione,SERVIZIO DI EROGAZIONE AL PERSONALE DIPENDENTE DEL SERVIZIO SOSTITUTIVO DI MENSA TRAMITE BUONI PASTO ELETTRONICI A VALORE –LIQUIDAZIONE DI SPESA. PROVVEDIMENTI.,21.0,20/04/2026,16102.27,16102.27,BA30E71574,,Pluxxe Italia Srl,True,False,
Determinazione_263__5507_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,16102.27,16102.27,BA30E71574,,Pluxxe Italia Srl,True,False,
Determinazione_264__5508_DeterminadiLiquidazione_Copia_264_2026,Determinazione,Contabilità,Liquidazione,LIQUIDAZIONE FATTURE PER FORNITURA DI GAS NATURALE,23.0,21/04/2026,37329.81,55917.65,,,A,True,False,
Determinazione_264__5508_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,36904.36,50917.65,,,A,True,False,
Determinazione_2672000__4971_DeterminadiImpegno_Copia_710_2025,Determinazione,Regolamenti,Variazione di Bilancio,"Variazione al bilancio 2025/2027 ai sensi dell'art. 175, comma 5 quater lett. c, del D.lgs. n. 267/2000",80.0,10/12/2025,,0.0,,,,True,True,
Determinazione_2672000__4971_Stampa_allegato_8_1_2025_336687,Determinazione,Affari Generali,,,,,,0.0,,,,True,True,
Determinazione_2672000__4971_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_269__5513_DeterminadiLiquidazione_Copia_269_2026,Determinazione,Contabilità,Liquidazione,LIQUIDAZIONE QUOTA ASSOCIATIVA A.N.U.T.E.L. (ASSOCIAZIONE NAZIONALE UFFICI TRIBUTI ENTI LOCALI) ENTE DEL TERZO SETTORE - ANNUALITA' 2026,24.0,22/04/2026,1700.0,11093.92,,,ANUTEL ETS,True,False,
Determinazione_269__5513_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,800.0,1543.92,,,ANUTEL ETS,True,False,
Determinazione_270__5514_DeterminadiLiquidazione_Copia_270_2026,Determinazione,Contabilità,Liquidazione,LIQUIDAZIONE QUOTA ASSOCIATIVA ANCI - ANNO 2026,25.0,22/04/2026,1487.96,5951.84,,,ANCI -ASSOCIAZIONI- NAZ.-COMUNI- ITALIANI,True,False,
Determinazione_270__5514_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1487.96,1487.96,,,ANCI -ASSOCIAZIONI- NAZ.-COMUNI- ITALIANI,True,False,
Determinazione_272__5521_DeterminadiImpegno_Copia_272_2026,Determinazione,Contabilità,Liquidazione,“Predisposizione nuovi spazi da adibire al servizio di mensa scolastica - Plesso Scuola Materna” - Stazione Unica Appaltante della Provincia di Avellino Missione 4 - Istruzione e ricerca Componente 1 - Potenziamento dell'offerta dei servizi di istruzione: dagli asili nido alle università - Investimento 1.2: Piano di estensione del tempo pieno e mense – Forniture delle attrezzature per l'allestimento dei locali per l'adeguamento igienico-funzionale,162.0,24/04/2026,384930.0,1658776.0,BB5BBE19D0,J27G22000110006,ing. FRANCESCO BASILE S.R.L.,True,False,
Determinazione_272__5521_VistoContabile,VistoContabile,Contabilità,,,480.0,26/04/2024,71462.0,99562.0,BB5BBE19D0,J27G22000110006,ing. FRANCESCO BASILE S.R.L.,True,False,
Determinazione_274__5523_DeterminadiImpegno_Copia_274_2026,Determinazione,Contabilità,Liquidazione,"Servizio di stampa, imbustamento e recapito avvisi di pagamento del ruolo IDRICO 2025",26.0,24/04/2026,3148.21,8881.56,BB6742F1A4,,INTEGRAA HOLDIG SRL,True,False,
Determinazione_274__5523_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3148.21,3148.21,BB6742F1A4,,INTEGRAA HOLDIG SRL,True,False,
Determinazione_275__5526_DeterminadiImpegno_Copia_275_2026,Determinazione,Contabilità,Liquidazione,DETERMINA DI AFFIDAMENTO DEL SERVIZIO DI EMISSIONE AVVISI DI ACCERTAMENTO ESECUTIVI PER OMESSO/PARZIALE VERSAMENTO DEI TRIBUTI : TARI E IMU ANNUALITA' 2021/2022; RUOLO IDRICO 2023,27.0,24/04/2026,603945.0,1392911.1,BB3B832B96,,RES PUBLICA S.R.L.,True,False,
Determinazione_275__5526_VistoContabile,VistoContabile,Contabilità,,,,,34059.1,66313.1,BB3B832B96,,RES PUBLICA S.R.L.,True,False,
Determinazione_276__5535_DeterminadiLiquidazione_Copia_276_2026,Determinazione,Contabilità,Liquidazione,Liquidazione alla Cooperativa Ecovigilantes per il servizio di gestione integrata dei rifiuti solidi urbani a ridotto impatto ambientale mesi di: MARZO 2026.,168.0,27/04/2026,2260829.45,1649753.91,,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_276__5535_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,41244.97,41244.97,,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_277__5533_DeterminadiLiquidazione_Copia_277_2026,Determinazione,Contabilità,Liquidazione,"Determina a contrarre e relativo affidamento diretto, ai sensi del D.lgs. 36/2023, dei servizi di accoglienza mediante una hostess bilingue e di servizi accessori connessi allo svolgimento delle attività, nell’ambito del Programma Educativo di Cooperazione Ellenico-Italiana,1º Concorso Europeo Studentesco di Teatro Greco Antico. Liquidazione fattura.",20.0,28/04/2026,1225.0,6085.0,BB4FDD3345,,smart srls,True,False,Partita IVA 03709550640 formalmente errata (Checksum fallito)
Determinazione_277__5533_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1225.0,1225.0,BB4FDD3345,,smart srls,True,False,
Determinazione_278__5534_DeterminadiLiquidazione_Copia_278_2026,Determinazione,Contabilità,Liquidazione,"LIQUIDAZIONE INDENNITA' DI SPECIFICHE RESPONSABILITA PER LANNO 2025 AI DIPENDENTI DI RUOLO DEI SERVIZI FINANZIARI, CONTABILI E TRIBUTARI AI SENSI DELL'ART. 84 DEL NUOVO CCNL E DELL'ART. 17, COMMA 2 LETT. f) DEL CCNL 01/04/1999.",28.0,27/04/2026,24587.6,80162.79999999999,,,Privacy,True,False,
Determinazione_278__5534_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,24587.6,74962.79999999999,,,Privacy,True,False,
Determinazione_27__5102_DeterminadiLiquidazione_Copia_27_2026,Determinazione,Contabilità,Liquidazione,Servizio di manutenzione e/o sostituzione estintori collocati nei plessi scolastici e negli edifici comunali - D.P.R. 457 – Legge 626/1994. –,17.0,16/01/2026,5000.0,11441.24,B8AC98DB53,,SMEAR di Antonio Picillo,True,False,
Determinazione_27__5102_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1000.0,1251.72,B8AC98DB53,,SMEAR di Antonio Picillo,True,False,
Determinazione_281__5544_DeterminadiImpegno_Copia_281_2026,Determinazione,Ambiente,Liquidazione,"Servizi di supporto tecnico-amministrativo per la programmazione, gestione, attuazione, monitoraggio e rendicontazione nell’ambito del progetto “Rimozione delle barriere fisiche e cognitive in musei, biblioteche e archivi” – Anfiteatro Romano” - Aggiudicazione",163.0,27/04/2026,495315.0,671305.0,BB3D76E21B,J27B23000010001,ANGIERI GABRIELE,True,False,
Determinazione_281__5544_VistoContabile,VistoContabile,Contabilità,,,,,1134.0,1800.0,BB3D76E21B,J27B23000010001,ANGIERI GABRIELE,True,False,
Determinazione_282__5545_DeterminadiImpegno_Copia_282_2026,Determinazione,Contabilità,Liquidazione,"Servizi di supporto tecnico-amministrativo per la programmazione, gestione, attuazione, monitoraggio e rendicontazione nell’ambito del progetto “Rimozione delle barriere fisiche e cognitive in musei, biblioteche e archivi” – Museo MIA” - Aggiudicazione",164.0,27/04/2026,495315.0,678705.0,BB3D8C2AAC,J27B23000020001,ANGIERI GABRIELE,True,False,
Determinazione_282__5545_VistoContabile,VistoContabile,Contabilità,,,,,2299.5,3650.0,BB3D8C2AAC,J27B23000020001,ANGIERI GABRIELE,True,False,
Determinazione_283__5548_DeterminadiImpegno_Copia_283_2026,Determinazione,Contabilità,Liquidazione,"Servizi di supporto tecnico-amministrativo per la programmazione, gestione, attuazione, monitoraggio e rendicontazione nell’ambito del “Progetto per la Realizzazione di una Nuova Mensa Scolastica nel plesso Scuole Medie” - Aggiudicazione",165.0,27/04/2026,140000.0,189789.0,BB3D6CBB95,J25E24000230006,ANGIERI GABRIELE,True,False,
Determinazione_283__5548_VistoContabile,VistoContabile,Contabilità,,,,,4599.0,4599.0,BB3D6CBB95,J25E24000230006,ANGIERI GABRIELE,True,False,
